ID	PATCH_GENERATED	COMPILATION_ERROR_INTRODUCED	TARGET_ERROR_RESOLVED	TARGET_ERROR_RESOLVED_WITHOUT_NEW_ERRORS	TRIGGERED_NEW_ERRORS	EXECUTION_TIME_IN_MILLIS	REMAINING_ERRORS
1	true	false	true	true	false	7232	22
2	true	false	true	false	true	50399	23
3	true	true	false	false	false	85624	2147483647
4	true	false	true	false	true	14197	25
5	true	false	true	false	true	12331	23
6	true	false	true	true	false	6307	21
7	true	false	true	true	false	7273	20
8	true	false	true	true	false	6690	19
9	true	false	true	true	false	6019	18
10	true	false	true	true	false	12522	17
11	true	false	true	true	false	18421	16
12	true	false	true	true	false	6600	15
13	true	false	true	true	false	19996	14
14	true	false	true	true	false	6668	13
15	true	false	true	true	false	6682	12
16	true	false	true	true	false	13494	11
17	true	false	true	true	false	34313	9
18	false	false	false	false	false	46443	2147483647
19	true	false	true	true	false	6529	8
20	true	false	true	true	false	7091	7
21	true	false	true	true	false	24030	6
22	true	false	true	true	false	6783	5
23	true	false	true	true	false	8043	4
